"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"4261","BB920747","Outdoor Advertising Signs","Outfront Media","630 W BROADWAY ","630","W","BROADWAY"," ","-85.763109143500003","38.246009355299996","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40202","06","CENTRAL BUSINESS DISTRICT","PD","","","Active","","Develop Louisville","1205887","275237"
"4262","BB920723","Outdoor Advertising Signs","Outfront Media","2616 BARDSTOWN RD ","2616"," ","BARDSTOWN","RD","-85.683262723300004","38.221986425200001","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:45:06","40205","08","BELKNAP","(C2)","","","Active","","Develop Louisville","1228679","266123"
"4263","BB920486","Outdoor Advertising Signs","Outfront Media","837 S SHELBY ST ","837","S","SHELBY","ST","-85.740126816900002","38.239999208699999","2018-07-01 00:00:00","SMALL","Small","2017-09-22 15:36:52","40203","04","SMOKETOWN JACKSON","C1","","","Active","","Develop Louisville","1212451","272941"
"4264","21673","Outdoor Advertising Signs","","636 E BROADWAY ","636","E","BROADWAY"," ","-85.741885535500003","38.244417630299999","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40202","04","SMOKETOWN JACKSON","C2","","","Active","","Develop Louisville","1211972","274558"
"4265","BB921425","Outdoor Advertising Signs","","2253 S PRESTON ST ","2253","S","PRESTON","ST","-85.743236088900005","38.215253117899998","2018-07-01 00:00:00","MED","Medium","2017-10-09 10:21:21","40217","15","SAINT JOSEPH","C2","","","Active","","Develop Louisville","1211412","263945"
"4266","BB920716","Outdoor Advertising Signs","Outfront Media","2245 BARDSTOWN RD ","2245"," ","BARDSTOWN","RD","-85.691639855700004","38.224324783900002","2018-07-01 00:00:00","MED","Medium","2017-09-26 12:21:42","40205","08","HIGHLANDS DOUGLASS","(C2)","","","Active","","Develop Louisville","1226286","267012"
"4267","BB921172","Outdoor Advertising Signs","Outfront Media","1201 STANLEY AVE ","1201"," ","STANLEY","AVE","-85.780762483900006","38.189030550799998","2018-07-01 00:00:00","LARGE","Large","2017-09-29 11:15:06","40215","15","BEECHMONT","CN","","","Active","","Develop Louisville","1200473","254574"
"4268","BB922791","Outdoor Advertising Signs","Outfront Media","2247 S PRESTON ST ","2247","S","PRESTON","ST","-85.743560828499994","38.215471419899998","2018-07-01 00:00:00","SMALL","Small","2017-12-01 08:54:45","40217","15","SAINT JOSEPH","C2","","","Active","","Develop Louisville","1211320","264026"
"4269","BB921406","Outdoor Advertising Signs","","3128 PRESTON HWY ","3128"," ","PRESTON","HWY","-85.735596752700005","38.203406608500003","2018-07-01 00:00:00","MED","Medium","2017-10-09 10:20:20","40213","21","SAINT JOSEPH","C1","","","Active","","Develop Louisville","1213537","259596"
"4270","BB920900","Outdoor Advertising Signs","Outfront Media","4200 POPLAR LEVEL RD 101","4200"," ","POPLAR LEVEL","RD","-85.708218454900006","38.1990061674","2018-07-01 00:00:00","MED","Medium","2017-09-27 10:17:38","40213","10","CAMP TAYLOR","C1","","","Active","","Develop Louisville","1221378","257868"
"4271","BB920783","Outdoor Advertising Signs","Outfront Media","1201 STANLEY AVE ","1201"," ","STANLEY","AVE","-85.780762483900006","38.189030550799998","2018-07-01 00:00:00","LARGE","Large","2017-09-27 09:02:49","40215","15","BEECHMONT","CN","","","Active","","Develop Louisville","1200473","254574"
"4272","BB921115","Outdoor Advertising Signs","","5206 GREENWOOD RD ","5206"," ","GREENWOOD","RD","-85.852359037300005","38.143717049999999","2018-07-01 00:00:00","MED","Medium","2017-09-29 10:16:36","40258","14","","C1","","","Active","","Develop Louisville","1179611","238425"
"4273","32741","Homeless Shelter","THE HEALING PLACE","1020 W MARKET ST ","1020","W","MARKET","ST","-85.767627344199994","38.256076624199999","2018-07-14 00:00:00","SHELTER","Homeless Shelter","2012-01-11 16:07:42","40202","04","RUSSELL","C2","","","Active","","Develop Louisville","1204650","278924"
"4274","BB921782","Outdoor Advertising Signs","Outfront Media","406 E KENTUCKY ST ","406","E","KENTUCKY","ST","-85.748429959299997","38.237544808999999","2018-07-01 00:00:00","MED","Medium","2017-10-23 14:27:15","40203","04","SHELBY PARK","C2","","","Active","","Develop Louisville","1210052","272086"
"4275","BB920572","Outdoor Advertising Signs","Outfront Media","3222 W MARKET ST ","3222","W","MARKET","ST","-85.805433352600005","38.260544749799998","2018-07-01 00:00:00","MED","Medium","2017-09-25 09:43:12","40212","05","SHAWNEE","R5","","","Active","","Develop Louisville","1193823","280732"
"4276","21615","Outdoor Advertising Signs","","2607 7TH STREET RD ","2607"," ","7TH STREET","RD","-85.783587743799998","38.213590209499998","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40208","06","TAYLOR BERRY","C1","","","Active","","Develop Louisville","1199810","263530"
"4277","BB921146","Outdoor Advertising Signs","OUTFRONT MEDIA","4905 SHEPHERDSVILLE RD ","4905"," ","SHEPHERDSVILLE","RD","-85.658788935399997","38.179416697000001","2018-07-01 00:00:00","MED","Medium","2017-09-29 12:10:46","40218","02","","CM","","","Active","","Develop Louisville","1235472","250514"
"4278","BB920903","Outdoor Advertising Signs","Outftront Media"," AUDUBON PKY "," "," ","AUDUBON","PKY","-85.7170402239","38.210185492599997","2018-07-01 00:00:00","LARGE","Large","2017-09-27 10:45:09","40213","10","POPLAR LEVEL","R5","","","Active","","Develop Louisville","1218908.0009999999","261978.84400000001"
"4279","15PAW1009","Pawnbroker","CASH AMERICA PAWN OF LOUISVILLE #3","6410 PRESTON HWY ","6410"," ","PRESTON","HWY","-85.698405050399998","38.158355852299998","2018-07-14 00:00:00"," "," ","2016-01-15 14:38:56","40219","21","","C1","","","Active","","Codes and Regulations","1223965","243022"
"4280","BB921242","Outdoor Advertising Signs","","10700 DIXIE HWY ","10700"," ","DIXIE","HWY","-85.872492605000005","38.098882808399999","2018-07-01 00:00:00","MED","Medium","2017-10-05 10:07:32","40272","14","","C2","","","Active","","Develop Louisville","1173534","222202"
"4281","BB921787","Outdoor Advertising Signs","Outfront Media","3743 MARVIN AVE ","3743"," ","MARVIN","AVE","-85.656924956899999","38.193665244899996","2018-07-01 00:00:00","LARGE","Large","2017-10-23 14:27:15","40218","10","","R5","","","Active","","Develop Louisville","1236087","255694"
"4282","15PAW1002","Pawnbroker","CASH EXPRESS","2140 OLD SHEPHERDSVILLE RD ","2140"," ","OLD SHEPHERDSVILLE","RD","-85.661143705399994","38.197843675000001","2018-07-14 00:00:00"," "," ","2015-06-01 10:57:45","40218","10","","C1","","","Active","","Codes and Regulations","1234898","257234"
"4283","BB920759","Outdoor Advertising Signs","Outfront Media","207 W JEFFERSON ST ","207","W","JEFFERSON","ST","-85.381123045600006","38.407887917899998","2018-07-01 00:00:00","LARGE","Large","2017-09-26 13:54:48","40031","","","","","","Active","","Develop Louisville","1316302","332609"
"4284","BB921153","Outdoor Advertising Signs","OUTFRONT MEDIA","490 E WITHERSPOON ST ","490","E","WITHERSPOON","ST","-85.742587038500005","38.257371515099997","2018-07-01 00:00:00","LARGE","Large","2017-09-29 12:25:08","40202","04","CENTRAL BUSINESS DISTRICT","(CM)","","","Active","","Develop Louisville","1211847","279278"
"4285","BB920652","Outdoor Advertising Signs","Outfront Media","2002 S 40TH ST ","2002","S","40TH","ST","-85.822837374499997","38.227824431400002","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:01:19","40211","01","REMAINDER OF CITY","EZ1","","","Active","","Develop Louisville","1188623","268903"
"4286","BB920709","Outdoor Advertising Signs","Outfront Media","2905 7TH STREET RD ","2905"," ","7TH STREET","RD","-85.787293759799994","38.208433158799998","2018-07-01 00:00:00","MED","Medium","2017-09-26 11:04:04","40216","03","TAYLOR BERRY","C2","","","Active","","Develop Louisville","1198714","261670"
"4287","BB922180","Outdoor Advertising Signs","Outfront Media","2500 WOODLAND AVE ","2500"," ","WOODLAND","AVE","-85.7960167504","38.233480469299998","2018-07-01 00:00:00","SMALL","Small","2017-11-09 14:30:54","40210","03","PARK HILL","M2","","","Active","","Develop Louisville","1196361","270832"
"4288","BB920537","Outdoor Advertising Signs","Outfront Media","4626 PRESTON HWY ","4626"," ","PRESTON","HWY","-85.719240600199996","38.180085494899998","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40213","21","REMAINDER OF CITY","C1","","","Active","","Develop Louisville","1218101","251029"
"4289","BB921401","Outdoor Advertising Signs","","4013 OLD OUTER LOOP ","4013"," ","OLD OUTER","LOOP","-85.687684227700004","38.137904476800003","2018-07-01 00:00:00","MED","Medium","2017-10-09 09:08:58","40219","24","","C1","","","Active","","Develop Louisville","1226931","235527"
"4290","BB921026","Outdoor Advertising Signs","Outfront Media","7817 ST ANDREWS CHURCH RD ","7817"," ","ST ANDREWS CHURCH","RD","-85.820521673000002","38.150661950900002","2018-07-01 00:00:00","MED","Medium","2017-09-28 14:16:03","40214","25","","C1","","","Active","","Develop Louisville","1188809","240796"
"4291","BB921162","Outdoor Advertising Signs","Outfront Media","5400 MINOR LN ","5400"," ","MINOR","LN","-85.701814650000003","38.1448123013","2018-07-01 00:00:00","LARGE","Large","2017-09-29 11:15:06","40219","13","","R4","","","Active","","Develop Louisville","1222907","238106"
"4292","BB920811","Outdoor Advertising Signs","Outfront Media","1535 E WASHINGTON ST ","1535","E","WASHINGTON","ST","-85.724596486500005","38.259220378599998","2018-07-01 00:00:00","LARGE","Large","2017-09-27 09:02:49","40206","09","BUTCHERTOWN","EZ1","","","Active","","Develop Louisville","1217023","279868"
"4293","BB920668","Outdoor Advertising Signs","Outfront Media","264 CABEL ST ","264"," ","CABEL","ST","-85.731625700999999","38.259235787999998","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:40:10","40206","04","BUTCHERTOWN","EZ1","","","Active","","Develop Louisville","1215005","279906"
"4294","BB920554","Outdoor Advertising Signs","Outfront Media","110 TEN PIN LN ","110"," ","TEN PIN","LN","-85.624012222800005","38.2509281735","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40207","07","","C2","","","Active","","Develop Louisville","1245856","276402"
"4295","BB921379","Outdoor Advertising Signs","","7302 GRADE LN ","7302"," ","GRADE","LN","-85.738891405199993","38.1440537123","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40219","13","","EZ1","","","Active","","Develop Louisville","1212241","238000"
"4296","BB920737","Outdoor Advertising Signs","Outfront Media","1715 BERRY BLVD ","1715"," ","BERRY","BLVD","-85.794144106900006","38.197145642400002","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40215","03","TAYLOR BERRY","M2","","","Active","","Develop Louisville","1196677","257593"
"4297","BB920916","Outdoor Advertising Signs","Outftront Media"," BYRNE AVE "," "," ","BYRNE","AVE","-85.756224179599997","38.208179956800002","2018-07-01 00:00:00","MED","Medium","2017-09-27 10:45:09","40209","15","UNIVERSITY","EZ1","","","Active","","Develop Louisville","1207638.75","261430.31299999999"
"4298","BB921479","Outdoor Advertising Signs","","1030 PHILLIPS LN ","1030"," ","PHILLIPS","LN","-85.734856066600003","38.195943144200001","2018-07-01 00:00:00","MED","Medium","2017-10-11 12:35:50","40209","21","FAIRGROUNDS","R5","","","Active","","Develop Louisville","1213706","256875"
"4299","BB920904","Outdoor Advertising Signs","Outftront Media"," AUDUBON PKY "," "," ","AUDUBON","PKY","-85.7170402239","38.210185492599997","2018-07-01 00:00:00","LARGE","Large","2017-09-27 10:45:09","40213","10","POPLAR LEVEL","R5","","","Active","","Develop Louisville","1218908.0009999999","261978.84400000001"
"4300","BB920736","Outdoor Advertising Signs","Outfront Media","1309 BERRY BLVD ","1309"," ","BERRY","BLVD","-85.783661355899994","38.196627483699999","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40215","15","TAYLOR BERRY","C2","","","Active","","Develop Louisville","1199686","257354"
"4301","BB920735","Outdoor Advertising Signs","Outfront Media","300 BAXTER AVE ","300"," ","BAXTER","AVE","-85.732756448800004","38.250474281400002","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40204","04","PHOENIX HILL","EZ1","","","Active","","Develop Louisville","1214629","276721"
"4302","BB920478","Outdoor Advertising Signs","Outfront Media","1411 OLIVE ST ","1411"," ","OLIVE","ST","-85.799185415899998","38.233323121700003","2018-07-01 00:00:00","SMALL","Small","2017-09-22 15:36:52","40210","01","PARKLAND","M2","","","Active","","Develop Louisville","1195450","270790"
"4303","15PAW1005","Pawnbroker","BERKLEY PAWN","311 W WOODLAWN AVE ","311","W","WOODLAWN","AVE","-85.767155560299997","38.181812213400001","2018-07-14 00:00:00"," "," ","2015-07-02 11:14:05","40214","21","BEECHMONT","C1","","","Active","","Codes and Regulations","1204340","251881"
"4304","BB920758","Outdoor Advertising Signs","Outfront Media","115 E JACOB ST ","115","E","JACOB","ST","-85.752766606700007","38.244684578300003","2018-07-01 00:00:00","LARGE","Large","2017-09-26 13:54:48","40202","04","CENTRAL BUSINESS DISTRICT","PD","","","Active","","Develop Louisville","1208849","274706"
"4305","BB922176","Outdoor Advertising Signs","Outfront Media","2717 WILSON AVE ","2717"," ","WILSON","AVE","-85.800547251300003","38.232689851400004","2018-07-01 00:00:00","LARGE","Large","2017-11-09 14:22:44","40211","01","PARKLAND","C2","","","Active","","Develop Louisville","1195055","270566"
"4306","BB921407","Outdoor Advertising Signs","","3128 PRESTON HWY ","3128"," ","PRESTON","HWY","-85.735596752700005","38.203406608500003","2018-07-01 00:00:00","MED","Medium","2017-10-09 10:20:20","40213","21","SAINT JOSEPH","C1","","","Active","","Develop Louisville","1213537","259596"
"4307","BB920654","Outdoor Advertising Signs","Outfront Media","255 CABEL ST ","255"," ","CABEL","ST","-85.730751959700001","38.259944442799998","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:01:19","40206","04","BUTCHERTOWN","M3","","","Active","","Develop Louisville","1215260","280160"
"4308","BB921806","Outdoor Advertising Signs","Outfront Media","2030 FRANKFORT AVE 101","2030"," ","FRANKFORT","AVE","-85.710155685299995","38.2545489954","2018-07-01 00:00:00","MED","Medium","2017-10-23 15:39:18","40206","09","CLIFTON","C2","","","Active","","Develop Louisville","1221142","278101"
"4309","BB921007","Outdoor Advertising Signs","Outfront","1353 S PRESTON ST ","1353","S","PRESTON","ST","-85.75012941","38.228786769800003","2018-07-01 00:00:00","LARGE","Large","2017-09-28 14:09:50","40208","04","SHELBY PARK","OR2","","","Active","","Develop Louisville","1209512","268905"
"4310","BB920840","Outdoor Advertising Signs","Outfront Media","2028 PORTLAND AVE ","2028"," ","PORTLAND","AVE","-85.781616650499998","38.267384878100003","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40203","05","PORTLAND","UN","","","Active","","Develop Louisville","1200702","283108"
"4311","BB921366","Outdoor Advertising Signs","","4011 CANE RUN RD ","4011"," ","CANE RUN","RD","-85.826008560600002","38.2074142397","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40216","03","","C2","","","Active","","Develop Louisville","1187585","261487"
"4312","BB921374","Outdoor Advertising Signs","","7910 PRESTON HWY ","7910"," ","PRESTON","HWY","-85.686639143299999","38.137455967500003","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40219","24","","C1","","","Active","","Develop Louisville","1227229","235359"
"4313","BB920543","Outdoor Advertising Signs","Outfront Media","4415 DIXIE HWY ","4415"," ","DIXIE","HWY","-85.8149051945","38.181876398","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40216","03","","C2","","","Active","","Develop Louisville","1190617","252134"
"4314","BB920684","Outdoor Advertising Signs","Outfront Media","1120 W HILL ST ","1120","W","HILL","ST","-85.774846516099998","38.227164783900001","2018-07-01 00:00:00","MED","Medium","2017-09-26 10:40:57","40210","06","ALGONQUIN","EZ1","","","Active","","Develop Louisville","1202403","268431"
"4315","BB920749","Outdoor Advertising Signs","Outfront Media","610 E BROADWAY ","610","E","BROADWAY"," ","-85.743069992499997","38.244608470199999","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:54:48","40202","04","SMOKETOWN JACKSON","C2","","","Active","","Develop Louisville","1211633","274633"
"4316","BB921246","Outdoor Advertising Signs","","5401 VALLEY STATION RD ","5401"," ","VALLEY STATION","RD","-85.862764633899999","38.106567853100003","2018-07-01 00:00:00","MED","Medium","2017-10-05 10:07:32","40272","25","","C1","","","Active","","Develop Louisville","1176382","224951"
"4317","BB920531","Outdoor Advertising Signs","Outfront Media","717 JEFFERSON CT ","717"," ","JEFFERSON","CT","-85.740229608500002","38.204783902300001","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40217","21","SAINT JOSEPH","M2","","","Active","","Develop Louisville","1212214","260119"
"4318","BB921008","Outdoor Advertising Signs","Outfront","7249 DIXIE HWY ","7249"," ","DIXIE","HWY","-85.838346345000005","38.1454110524","2018-07-01 00:00:00","LARGE","Large","2017-09-28 14:09:50","40258","12","","M2","","","Active","","Develop Louisville","1183651","238972"
"4319","BB920732","Outdoor Advertising Signs","Outfront Media","325 BAXTER AVE ","325"," ","BAXTER","AVE","-85.731426799399998","38.250510379600001","2018-07-01 00:00:00","MED","Medium","2017-09-26 13:45:06","40204","04","REMAINDER OF CITY","EZ1","","","Active","","Develop Louisville","1215011","276728"
"4320","BB921164","Outdoor Advertising Signs","Outfront Media","4200 BUNTON CT ","4200"," ","BUNTON","CT","-85.705614700799998","38.195155314300003","2018-07-01 00:00:00","LARGE","Large","2017-09-29 11:15:06","40213","10","","C2","","","Active","","Develop Louisville","1222104","256454"
"4321","BB920855","Outdoor Advertising Signs","Outfront Media","3300 PRESTON HWY ","3300"," ","PRESTON","HWY","-85.734332874299994","38.201338190100003","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40213","21","REMAINDER OF CITY","C1","","","Active","","Develop Louisville","1213888","258837"
"4322","BB921364","Outdoor Advertising Signs","","7945 3RD STREET RD ","7945"," ","3RD STREET","RD","-85.793890824200005","38.127881695200003","2018-07-01 00:00:00","MED","Medium","2017-10-09 08:33:35","40214","25","","C1","","","Active","","Develop Louisville","1196327","232372"
"4323","21274","Outdoor Advertising Signs","","608 LOCUST LN ","608"," ","LOCUST","LN","-85.744190923100007","38.2068397297","2018-07-01 00:00:00","LARGE","Large","2008-08-01 12:07:42","40217","21","SAINT JOSEPH","M2","","","Active","","Develop Louisville","1211088","260886"
"4324","21639","Outdoor Advertising Signs","","1449 BARDSTOWN RD ","1449"," ","BARDSTOWN","RD","-85.709797280299995","38.232560683199999","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40204","08","CHEROKEE TRIANGLE","(C2)","","","Active","","Develop Louisville","1221118","270093"
"4325","BB921014","Outdoor Advertising Signs","Outfront","3408 PRESTON HWY ","3408"," ","PRESTON","HWY","-85.731788385000002","38.197223497400003","2018-07-01 00:00:00","LARGE","Large","2017-09-28 14:16:03","40213","21","PRESTONIA","C1","","","Active","","Develop Louisville","1214595","257327"
"4326","BB921412","Outdoor Advertising Signs","","609 OUTER LOOP ","609"," ","OUTER","LOOP","-85.757168863999993","38.126057948499998","2018-07-01 00:00:00","MED","Medium","2017-10-09 10:21:21","40214","13","","C1","","","Active","","Develop Louisville","1206878","231533"
"4327","5182","Pawnbroker","DEPREZ QUALITY JEWELRY & LOAN","7917 PRESTON HWY ","7917"," ","PRESTON","HWY","-85.685543914099995","38.137461216799998","2018-07-14 00:00:00"," "," ","2004-07-29 15:46:00","40219","24","","C1","","","Active","","Codes and Regulations","1227544","235356"
"4328","BB921094","Outdoor Advertising Signs","OUTFRONT MEDIA","3928 WESTPORT RD ","3928"," ","WESTPORT","RD","-85.653730252800003","38.2538401491","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:35:12","40207","09","","C1","","","Active","","Develop Louisville","1237339","277591"
"4329","BB921803","Outdoor Advertising Signs","Outfront","801 S CLAY ST ","801","S","CLAY","ST","-85.741914185900001","38.2414044983","2018-07-01 00:00:00","SMALL","Small","2017-10-23 15:39:05","40203","04","SMOKETOWN JACKSON","UN","","","Active","","Develop Louisville","1211946","273461"
"4330","BB920785","Outdoor Advertising Signs","OUTFRONT MEDIA","4836 SOUTHSIDE DR ","4836"," ","SOUTHSIDE","DR","-85.7649662834","38.1777705015","2018-07-01 00:00:00","MED","Medium","2017-09-27 09:09:15","40214","21","SOUTHSIDE","C1","","","Active","","Develop Louisville","1204945","250399"
"4331","BB920640","Outdoor Advertising Signs","Outfront Media","315 W OAK ST ","315","W","OAK","ST","-85.759284876699994","38.235092557900003","2018-07-01 00:00:00","MED","Medium","2017-09-26 09:01:19","40203","06","OLD LOUISVILLE","TNZD","","","Active","","Develop Louisville","1206920","271244"
"4332","BB920567","Outdoor Advertising Signs","Outfront Media","201 S PRESTON ST ","201","S","PRESTON","ST","-85.745889257100004","38.253835891400001","2018-07-01 00:00:00","MED","Medium","2017-09-25 09:43:12","40202","04","CENTRAL BUSINESS DISTRICT","(C2)","","","Active","","Develop Louisville","1210878","278006"
"4333","BB920833","Outdoor Advertising Signs","Outfront Media","577 PHILLIPS LN ","577"," ","PHILLIPS","LN","-85.746592368199998","38.190437778400003","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40209","21","HIGHLAND PARK","M2","","","Active","","Develop Louisville","1210301","254925"
"4334","BB921485","Outdoor Advertising Signs","","6700 GRADE LN ","6700"," ","GRADE","LN","-85.736247470500004","38.151835000399998","2018-07-01 00:00:00","MED","Medium","2017-10-11 12:35:50","40213","13","","EZ1","","","Active","","Develop Louisville","1213047","240821"
"4335","BB920807","Outdoor Advertising Signs","Outfront Media","1600 NORTHWESTERN PKY ","1600"," ","NORTHWESTERN","PKY","-85.774458594400002","38.263762661500003","2018-07-01 00:00:00","LARGE","Large","2017-09-27 08:39:16","40203","05","PORTLAND","EZ1","","","Active","","Develop Louisville","1202735","281755"
"4336","BB920565","Outdoor Advertising Signs","Outfront Media","1734 W MAIN ST ","1734","W","MAIN","ST","-85.779149770499998","38.258757858199999","2018-07-01 00:00:00","MED","Medium","2017-09-25 09:27:40","40203","04","PORTLAND","EZ1","","","Active","","Develop Louisville","1201358","279955"
"4337","BB921045","Outdoor Advertising Signs","Outfront Media","2902 TAYLORSVILLE RD ","2902"," ","TAYLORSVILLE","RD","-85.665332094899995","38.222419395499998","2018-07-01 00:00:00","MED","Medium","2017-09-28 15:16:09","40205","08","HAWTHORNE","C1","","","Active","","Develop Louisville","1233832","266201"
"4338","BB919277","Outdoor Advertising Signs",""," S PRESTON ST "," ","S","PRESTON","ST","-85.750468514399998","38.228305915999997","2018-07-01 00:00:00","LARGE","Large","2017-07-28 11:00:07","40208","06","SHELBY PARK","OR2","","","Active","","Develop Louisville","1209411.75","268731.5"
"4339","BB921021","Outdoor Advertising Signs","Outfront","7612 SHEPHERDSVILLE RD ","7612"," ","SHEPHERDSVILLE","RD","-85.658187106499994","38.139725479799999","2018-07-01 00:00:00","LARGE","Large","2017-09-28 14:16:03","40219","24","","OR1","","","Active","","Develop Louisville","1235424","236059"
"4340","BB920545","Outdoor Advertising Signs","Outfront Media","2140 GARDINER LN ","2140"," ","GARDINER","LN","-85.672774755199995","38.211912051299997","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40205","08","GARDINER LANE","C1","","","Active","","Develop Louisville","1231635","262408"
"4341","BB920829","Outdoor Advertising Signs","OUTFRONT MEDIA","6307 PRESTON HWY ","6307"," ","PRESTON","HWY","-85.698042307099996","38.160052118899998","2018-07-01 00:00:00","MED","Medium","2017-09-27 09:35:53","40219","02","","C2","","","Active","","Develop Louisville","1224079","243638"
"4342","BB921057","Outdoor Advertising Signs","OUTFRONT MEDIA","7401 DIXIE HWY ","7401"," ","DIXIE","HWY","-85.838956349","38.143087493199999","2018-07-01 00:00:00","MED","Medium","2017-09-28 15:45:14","40258","25","","C1","","","Active","","Develop Louisville","1183461","238129"
"4343","BB920646","Outdoor Advertising Signs","Outfront Media","3501 POPLAR LEVEL RD ","3501"," ","POPLAR LEVEL","RD","-85.715787253800002","38.208982276199997","2018-07-01 00:00:00","MED","Medium","2017-09-26 09:01:19","40213","10","POPLAR LEVEL","C1","","","Active","","Develop Louisville","1219261","261535"
"4344","BB919255","Outdoor Advertising Signs","","2013 W MARKET ST ","2013","W","MARKET","ST","-85.783792871599999","38.258433326599999","2018-07-01 00:00:00","SMALL","Small","2017-07-27 14:11:33","40203","04","PORTLAND","OR2","","","Active","","Develop Louisville","1200023","279859"
"4345","BB920532","Outdoor Advertising Signs","Outfront Media","717 JEFFERSON CT ","717"," ","JEFFERSON","CT","-85.740229608500002","38.204783902300001","2018-07-01 00:00:00","LARGE","Large","2017-09-25 08:54:48","40217","21","SAINT JOSEPH","M2","","","Active","","Develop Louisville","1212214","260119"
"4346","BB920944","Outdoor Advertising Signs","Outfront Media","3149 RIVER PARK DR ","3149"," ","RIVER PARK","DR","-85.805118141799994","38.254446456700002","2018-07-01 00:00:00","MED","Medium","2017-09-27 14:06:45","40211","05","RUSSELL","C1","","","Active","","Develop Louisville","1193876","278510"
"4347","BB921126","Outdoor Advertising Signs","","12412 DIXIE HWY ","12412"," ","DIXIE","HWY","-85.884760423499998","38.076876900899997","2018-07-01 00:00:00","MED","Medium","2017-09-29 10:16:36","40272","14","","C2","","","Active","","Develop Louisville","1169862","214252"
"4348","BB921068","Outdoor Advertising Signs","Outfront Media","3611 7TH STREET RD ","3611"," ","7TH STREET","RD","-85.797261482400003","38.197922782699997","2018-07-01 00:00:00","MED","Medium","2017-09-28 16:06:23","40216","03","TAYLOR BERRY","M2","","","Active","","Develop Louisville","1195786","257891"
"4349","21675","Outdoor Advertising Signs","","1000 E BROADWAY ","1000","E","BROADWAY"," ","-85.735121505500004","38.244017739699999","2018-07-01 00:00:00","MED","Medium","2008-08-26 15:42:39","40204","04","PARISTOWN POINTE","EZ1","","","Active","","Develop Louisville","1213912","274381"
"4350","BB921033","Outdoor Advertising Signs","Outfront Media","7636 DIXIE HWY ","7636"," ","DIXIE","HWY","-85.841639342799994","38.140307208800003","2018-07-01 00:00:00","MED","Medium","2017-09-28 09:21:15","40258","25","","M2","","","Active","","Develop Louisville","1182672","237130"
"4351","BB920438","Outdoor Advertising Signs","Outfront Media","4427 POPLAR LEVEL RD ","4427"," ","POPLAR LEVEL","RD","-85.702824979100001","38.189820938099999","2018-07-01 00:00:00","LARGE","Large","2017-09-22 14:44:10","40213","10","","M2","","","Active","","Develop Louisville","1222875","254499"
"4352","BB920669","Outdoor Advertising Signs","Outfront Media","333 CAMP ST ","333"," ","CAMP","ST","-85.750360858299999","38.232238736500001","2018-07-01 00:00:00","LARGE","Large","2017-09-26 09:40:10","40203","06","SHELBY PARK","OR2","","","Active","","Develop Louisville","1209466","270163"
"4353","BB921843","Outdoor Advertising Signs","","105 FENLEY AVE ","105"," ","FENLEY","AVE","-85.670584556799994","38.2549600985","2018-07-01 00:00:00","MED","Medium","2017-10-24 09:56:10","40207","09","CRESCENT HILL","C1","","","Active","","Develop Louisville","1232506","278073"
"4354","BB920880","Outdoor Advertising Signs","Outfront Media"," LOUISVILLE AVE "," "," ","LOUISVILLE","AVE","-85.756301034700002","38.1866160493","2018-07-01 00:00:00","LARGE","Large","2017-09-27 10:09:17","40209","21","HIGHLAND PARK","M2","","","Active","","Develop Louisville","1207488.25","253578.93799999999"
